record_hash,area_sqm,rooms,parking,warehouse,elevator,address,price_rial,price_toman,price_usd,price_per_sqm,build_year,source_file
fba5d2682673cb814bef8defe966d6da803b077f6f9a528d062b611acc315b77,96.0,2,True,True,True,Azadshahr,3750000000.0,375000000,125000.0,39062500,,TehranHouse.csv
54806e6978b0b413f88f1cb68cdb3d9f1cd935c385206e5cd4ff33914aa08e40,79.0,2,True,True,True,East Ferdows Boulevard,2850000000.0,285000000,95000.0,36075949,,TehranHouse.csv
cac95f53856e5d1d17de691ebedda4c3eee81671dd6eccb339f4d5df0665d752,125.0,3,True,True,True,Persian Gulf Martyrs Lake,3750000000.0,375000000,125000.0,30000000,,TehranHouse.csv
f632b5264e8ae6491c177b81f3a67562d947b49497ad6c7f489d15cfa12d6a3b,75.0,2,True,True,True,Northern Janatabad,3050000000.0,305000000,101666.67,40666667,,TehranHouse.csv
91af566eff079468322b7d7f474d834908f2b8a0c34bb74f8749fb15836ef31f,145.0,2,True,True,True,Azadshahr,4500000000.0,450000000,150000.0,31034483,,TehranHouse.csv
4632e8d4e623b8b04f81c41901f521d690a256b61b9442621b8fef957e1253af,102.0,2,True,True,False,Railway,4520000000.0,452000000,150666.67,44313725,,TehranHouse.csv
47ed7f2a9553ebb16a43dd4d1e48ab788407b9696cd14afc21ab8720bc28f581,115.0,2,True,True,True,Zibadasht,4350000000.0,435000000,145000.0,37826087,,TehranHouse.csv
9518dbe5052fa0b6d61ea5dcc23240ca20eeda9b3b1caa71df872b9430ac77df,140.0,3,True,True,True,Persian Gulf Martyrs Lake,8500000000.0,850000000,283333.33,60714286,,TehranHouse.csv
090a5ba1ac3f97ca044c845241c4739a54bc1d96b681732ed8afdbd8ce42e2b2,66.0,1,True,True,True,Punak,3300000000.0,330000000,110000.0,50000000,,TehranHouse.csv
555d2cc57bdf2c40c82a470ce7f1032cbb06d8feee02ee9a66a00b6ef31e7704,161.0,3,True,True,True,Persian Gulf Martyrs Lake,8350000000.0,835000000,278333.33,51863354,,TehranHouse.csv
bf58a64ab679fd15b52e16cb6e7a70044d5ad18f8d629a3c0473ce769b5218fd,102.0,2,True,True,True,Persian Gulf Martyrs Lake,4500000000.0,450000000,150000.0,44117647,,TehranHouse.csv
da6365c3f2eed06488c6bc3a150071e547144de2429f8d0517bb90c23c8c3b2b,145.0,4,True,True,True,Persian Gulf Martyrs Lake,5100000000.0,510000000,170000.0,35172414,,TehranHouse.csv
259df226a84d52355374f75d504bef7d446ba31491a6c884498fdac3a01c7931,95.0,2,True,True,True,Shahr-e-Ziba,2970000000.0,297000000,99000.0,31263158,,TehranHouse.csv
5ae925a0c559674399bf72b7becfea0f143be8488891364b3ba951802d6dbf95,78.0,2,True,True,True,Parand,460000000.0,46000000,15333.33,5897436,,TehranHouse.csv
a77dc30f87536fe8c793d1bd4729295f96ac8d18c4add05fb33291e377f5cc40,90.0,2,True,True,True,East Ferdows Boulevard,3150000000.0,315000000,105000.0,35000000,,TehranHouse.csv
6f5dab5d1e80e8f1b795f4aee7ba6a7765f513a997e636b6c023e27cbb4b1fe3,66.0,1,True,True,False,Ostad Moein,1090000000.0,109000000,36333.33,16515152,,TehranHouse.csv
e0088f2b301d1b8f8c35f58315bc0825fab8ba19e16b73e1c7e8c0b16c23b56a,48.0,1,True,True,True,Jeyhoon,810000000.0,81000000,27000.0,16875000,,TehranHouse.csv
216554d082e502c93dfcf88d32ca0e953934a481d86cdf66309697dcc4d1107f,85.0,2,True,True,True,Shahran,3200000000.0,320000000,106666.67,37647059,,TehranHouse.csv
e09c7875efa768b7b0ee29a40b30ff93fb4213e1214ddd04485255a65d240e86,63.0,1,True,True,True,Salsabil,2000000000.0,200000000,66666.67,31746032,,TehranHouse.csv
3049ba984d235cf0b50c1f9f406fbda621a3cf8eb372ce067710744514433072,105.0,2,True,True,True,Dehkade Olampic,1035000000.0,103500000,34500.0,9857143,,TehranHouse.csv
6d96a5e820a8694add04414011029da2e7e2b6f8ef7d54840aaaf9dae616a4f8,55.0,1,True,True,False,Komeil,1090000000.0,109000000,36333.33,19818182,,TehranHouse.csv
bf269302a1633e775983d01c4e1116864d85a0cc959c500c14b92a9e347def4f,103.0,2,True,True,True,Northern Chitgar,1035000000.0,103500000,34500.0,10048544,,TehranHouse.csv
e0f72de0d9189112c77d467335a0f955261311d2d0e936568ccfd5407c0fc5d0,155.0,3,True,True,True,Shahrake Gharb,10000000000.0,1000000000,333333.33,64516129,,TehranHouse.csv
250e62d42c78ec8de9ec3c06ad6fb675e7bb1f96633178ba99daf3b3cca6f14e,101.0,2,True,True,True,Southern Chitgar,1035000000.0,103500000,34500.0,10247525,,TehranHouse.csv
cf699d3179f726ef281389d78802d2b8e9b5178fcaa0aa5e49595b46dc101ad2,106.0,2,True,True,False,Islamshahr,1245000000.0,124500000,41500.0,11745283,,TehranHouse.csv
3c6c5336b809069aadb034a97e7f225ee38f44ecfb5905017e42444f238a0a3d,100.0,2,True,True,True,Persian Gulf Martyrs Lake,1035000000.0,103500000,34500.0,10350000,,TehranHouse.csv
0547e7bef9e0ae5afd5caa3b4b981e7913e47586de7d16be80ce579af600db94,77.0,2,True,True,True,Shahran,2650000000.0,265000000,88333.33,34415584,,TehranHouse.csv
515d6695adf13e9be29bd1c2a1e80ffef498df43bcedb6d60fa827d860737a30,66.0,2,True,True,True,Central Janatabad,2700000000.0,270000000,90000.0,40909091,,TehranHouse.csv
68e6d25c79949cfc934689e378f90e7ac9381e465b937cc083376b925b513a0b,105.0,3,True,True,True,Shahr-e-Ziba,3600000000.0,360000000,120000.0,34285714,,TehranHouse.csv
3d5c43d738b9af76522ebfa72831a14efc9649a4b9c4b609fa5d8cc366a39748,118.0,2,True,True,True,Shahran,3900000000.0,390000000,130000.0,33050847,,TehranHouse.csv
74b81377f170a6195cf50f8d4eb0c4a9f113eaeb1bdf81a13d9c66c9317701d4,151.0,3,True,True,True,Shahrake Qods,1510000000.0,151000000,50333.33,10000000,,TehranHouse.csv
1f002ce904f8d6a5fefbb4b17e37783680d91c5b16a7579efe74cecde3802512,86.0,2,True,True,True,Pardis,500000000.0,50000000,16666.67,5813953,,TehranHouse.csv
d9ab3604c0a041ed7ebcf1bd05caf69277b8c88f200c574e06d7294e31542a97,85.0,2,True,True,True,Pardis,600000000.0,60000000,20000.0,7058824,,TehranHouse.csv
6b4a9d6d4dd045fa16033c1a9b91285aa68a0b3018ee87d2bf7d7fb6b94588ad,86.0,2,True,True,True,Pardis,750000000.0,75000000,25000.0,8720930,,TehranHouse.csv
2b0e002a973aa0ca28c1201dbd358ec2381efd9781631b16a0dec84e3e3445bb,86.0,2,True,True,True,Pardis,600000000.0,60000000,20000.0,6976744,,TehranHouse.csv
081f32d575f2fb988ff7c456a46ed823cc7254546d343118fe199158d70a8d2e,75.0,2,True,True,True,Central Janatabad,3300000000.0,330000000,110000.0,44000000,,TehranHouse.csv
1adb2ca628c0603e1c30746a74abb3352053b86665087818ab3c1dc678c85d2f,200.0,3,True,True,True,Farmanieh,20000000000.0,2000000000,666666.67,100000000,,TehranHouse.csv
815ed12feb859c186aa1e8a76b382baaa65d1cbe4197ad83de29f6892899eec1,46.0,1,True,True,False,Andisheh,450000000.0,45000000,15000.0,9782609,,TehranHouse.csv
34c8c9d09328e4954f1d8083dd3186febb5699ac23359924080f58a0d25a0494,98.0,2,True,True,True,Pardis,570000000.0,57000000,19000.0,5816327,,TehranHouse.csv
22ff6896eb30947fdd34f29cad6ebe2af84ef4211a7c3c6c18f016703e1f302e,90.0,2,True,True,True,Zaferanieh,6700000000.0,670000000,223333.33,74444444,,TehranHouse.csv
305df6173f1bb385d05f78bc1d6697d35823fcbe0fab98ce61ffa3e913e8cde5,70.0,2,True,True,True,Southern Janatabad,2950000000.0,295000000,98333.33,42142857,,TehranHouse.csv
3b9c1277c471f90477d2b078880a16ea077bab88ec5db4c82b9696d62b156ca2,40.0,1,True,True,True,Andisheh,350000000.0,35000000,11666.67,8750000,,TehranHouse.csv
7716c2082e1536f32838fd9a8eeaf81c7b6a7ba54acd4905d9576a56e38ee6d3,58.0,1,True,True,True,North Program Organization,2750000000.0,275000000,91666.67,47413793,,TehranHouse.csv
57190779f1d8fb38ef9dd54a5e5f51918767f34374069abdbca108aca9a03a21,90.0,2,True,True,True,Amirabad,4590000000.0,459000000,153000.0,51000000,,TehranHouse.csv
33e26ed5c6db18233960af6cc513e299b497536bb7bd6e8d9c38506b54770786,78.0,2,True,True,True,East Ferdows Boulevard,3300000000.0,330000000,110000.0,42307692,,TehranHouse.csv
e7eef3ea632a24db4663d2bb4404ec3a5ab52a74ff5b4197568c3e780d7afb7e,200.0,3,True,True,True,Niavaran,20000000000.0,2000000000,666666.67,100000000,,TehranHouse.csv
64eb386bff61160ddea8051fb205272536e0a74b51e07063e9f2d910f18b0fe0,82.0,2,True,True,True,Dorous,4200000000.0,420000000,140000.0,51219512,,TehranHouse.csv
d42fee1fd13248bd79bd8d8c032acfd5a114b16db4cd93cfb4e334beb8d46fe9,115.0,3,True,True,True,Gheitarieh,7485000000.0,748500000,249500.0,65086957,,TehranHouse.csv
3260cbb754205089ffd9f5445422748b95655377e3bee19474bb2f5655f1ea06,125.0,2,True,True,True,Dezashib,11250000000.0,1125000000,375000.0,90000000,,TehranHouse.csv
fb45e99f21db4b91f232402b9efca7aef4b7bc47e5da4587e53dffd8dedd2c6c,107.0,2,True,True,True,Pasdaran,9200000000.0,920000000,306666.67,85981308,,TehranHouse.csv
64ad163701d188ceffa8fbc8760e705b2132bc384e1bd4bbc62d88b02008313e,55.0,1,False,True,False,Karoon,850000000.0,85000000,28333.33,15454545,,TehranHouse.csv
93e10dc72c274ec3eeee3c9ac1b5977d0115a3dd9cea0b03a19e90f2a9eba63a,50.0,1,True,True,True,Salsabil,1500000000.0,150000000,50000.0,30000000,,TehranHouse.csv
25f094eff83384ae5a15347d504cd645ab2a2b36a741b8f0024ba0b2e76bde01,420.0,5,True,True,False,Andisheh,11000000000.0,1100000000,366666.67,26190476,,TehranHouse.csv
06e5a57a5033776fc32be69c470ae0108b1cfb85e21cd88de6a61262af64bae1,225.0,4,True,True,False,Andisheh,5500000000.0,550000000,183333.33,24444444,,TehranHouse.csv
3f2869f165feed544308d1b93e2edc02872a0f0f4efa73186da3e293ce0cb759,230.0,3,True,True,True,Heravi,13800000000.0,1380000000,460000.0,60000000,,TehranHouse.csv
cbbbeed2819766ba27100ec112eba02adf8ea1d40a2f0a9ac0a7fcc0186cb771,147.0,3,True,True,True,Elahieh,11500000000.0,1150000000,383333.33,78231293,,TehranHouse.csv
4b90e1423c7bbbabf90168f090d94c6631a0d0387ec5b7a78a386176709d1b50,97.0,2,True,True,True,Pardis,900000000.0,90000000,30000.0,9278351,,TehranHouse.csv
9815af6fb1884752ae8a88ad5f27b2d59ada46a252563e1c724ea66f61c5c29e,145.0,3,True,True,True,Dezashib,12300000000.0,1230000000,410000.0,84827586,,TehranHouse.csv
e7160cfa0fd8cce6fe9af8e5152f9e97b8750ac5d5bc5758dcd768101621b242,50.0,1,True,True,False,Narmak,1750000000.0,175000000,58333.33,35000000,,TehranHouse.csv
1020354339694ac2a018fb0188cb3faaa6f14056da554db6a7cec34d1f678510,117.0,2,True,True,True,Heravi,6100000000.0,610000000,203333.33,52136752,,TehranHouse.csv
468bd6cdd876838af1aa04c279572040bd87d502017b2d607473eba444273655,72.0,1,True,True,False,Andisheh,730000000.0,73000000,24333.33,10138889,,TehranHouse.csv
d8d2ba47ce11dd13f7c27afdabb6f80b364df24b4a508f9cd5f2667af73ef666,161.0,3,True,True,True,Dorous,13000000000.0,1300000000,433333.33,80745342,,TehranHouse.csv
7ad181bb3c28d5574ede2c8f1806b97a35ebf4bdb48b05bc5e57e36d331e1df6,400.0,5,True,True,True,Ekhtiarieh,18500000000.0,1850000000,616666.67,46250000,,TehranHouse.csv
ae5be1b455aa87cccd7f75443fa8aef83a149e637f1684cbc970856824ffef42,230.0,3,True,True,True,Farmanieh,23000000000.0,2300000000,766666.67,100000000,,TehranHouse.csv
7e34900081ddf892e77679f9e9ca1ebb2f1d8c945606a64612dfe3cc9264aea3,170.0,3,True,True,True,Heravi,7950000000.0,795000000,265000.0,46764706,,TehranHouse.csv
3650da0eba6a55f88bd6b9954a922da2596ecfe282d5055f358b8fa48f8c4cbc,58.0,1,True,True,True,West Ferdows Boulevard,2050000000.0,205000000,68333.33,35344828,,TehranHouse.csv
62af5741731d4df993883151207e0e37c0e442bb9c9d043da22e4af1f97d7490,57.0,1,True,True,True,Shahran,1950000000.0,195000000,65000.0,34210526,,TehranHouse.csv
fa1d9cc5e516f4d62dbc64650c37ac0057f58fb06e0e258b94f9af78a7c83024,115.0,3,True,True,True,Farmanieh,8100000000.0,810000000,270000.0,70434783,,TehranHouse.csv
6d802676206fdc1b54cb8e05a6180a4d58cbad0bc3fe31afbee2144ba858496f,50.0,1,True,True,True,Pirouzi,1200000000.0,120000000,40000.0,24000000,,TehranHouse.csv
9711edd96254d193765bb84943930f755f5428536fa901a405c4c93c7912ca4b,84.0,2,True,True,False,Parand,850000000.0,85000000,28333.33,10119048,,TehranHouse.csv
af8ac2d2f1804a396668aa0c0074c590b4c0cbe33cfdeb7087dd2de8c08ff7f8,78.0,2,False,True,False,Shahrake Qods,580000000.0,58000000,19333.33,7435897,,TehranHouse.csv
dc9257c57341914cd7434dcf6a9db1bfac4b9226b19398557df023a7fd126ef9,64.0,2,True,True,False,Andisheh,960000000.0,96000000,32000.0,15000000,,TehranHouse.csv
989e65da94385a64e6892a1b98d4789b935aa94b9d0564d1e65865bb32eb3870,113.0,2,True,True,True,Punak,6500000000.0,650000000,216666.67,57522124,,TehranHouse.csv
bcb52abe045bf51e42c5304888a887f877aa6fb6bedee69c625fda28b65b7bf7,175.0,3,True,True,True,Heravi,9450000000.0,945000000,315000.0,54000000,,TehranHouse.csv
7d8f8f4298eeb36bab10bafd101edd96ef56e92f5b954b401f95893eea944c5d,111.0,2,True,True,True,Heravi,6050000000.0,605000000,201666.67,54504505,,TehranHouse.csv
71c097e37306624d345d50f27bdc2704da4cc7025f852bc203d6863fb167d812,128.0,3,True,True,True,Heravi,6500000000.0,650000000,216666.67,50781250,,TehranHouse.csv
2df96c59efdf284136cfd5089ab8551745edf410dd5d2fc6262acf996db59325,200.0,4,True,True,True,Gheitarieh,14000000000.0,1400000000,466666.67,70000000,,TehranHouse.csv
72f1c62801d5bcc4de6a3d8acb5e85a2826b73fcbc9ca8e4c4474dcef38752f4,131.0,2,True,True,True,Saadat Abad,7980000000.0,798000000,266000.0,60916031,,TehranHouse.csv
9d6a5849827906325c71bb513bb5af329f45f09fadfe322964d2fbf93858f99f,105.0,3,True,True,True,Heravi,6000000000.0,600000000,200000.0,57142857,,TehranHouse.csv
5b997652fd2b056308e2b8802c09799688d5da4db68b64fbd7d5381c8bc4701e,61.0,2,True,True,False,Salsabil,1100000000.0,110000000,36666.67,18032787,,TehranHouse.csv
d7281769c6f41e6712f4028739feed91df05444950085bb2687762bb086284e0,140.0,3,True,True,True,Ozgol,6300000000.0,630000000,210000.0,45000000,,TehranHouse.csv
e0cecc18814e264fd727c978ea0e950c2a959e1278d6a5b55da162e6e3046bec,185.0,3,True,True,True,Zargandeh,9000000000.0,900000000,300000.0,48648649,,TehranHouse.csv
f990f090825a34d343e90ebf96f3bb798c63a9faad860b956efe3f08df96073a,122.0,2,True,True,True,Saadat Abad,7900000000.0,790000000,263333.33,64754098,,TehranHouse.csv
5dbfe692691e88327247e77140a7d1e0af754383df334fc959fcb14f150a08c6,69.0,2,True,True,True,Mirdamad,3795000000.0,379500000,126500.0,55000000,,TehranHouse.csv
8fca0d066c42a374f11a4683a31890943955e917fb7b47a797028f89dc9ca16f,95.0,2,True,True,True,Punak,6700000000.0,670000000,223333.33,70526316,,TehranHouse.csv
da75dd5747abc8471255e8a8a2b720fbd6909124dedbe5dd3db769f0192dc14a,90.0,2,True,True,True,Abbasabad,4000000000.0,400000000,133333.33,44444444,,TehranHouse.csv
336bfb60fb93a35337d6131a68cc088a33c42ae135691cf8663d256a79280585,57.0,1,True,True,True,Ostad Moein,1600000000.0,160000000,53333.33,28070175,,TehranHouse.csv
48fb458ae47fd1c270e58c910559602707c5b0c7779e7497c318003dd69ddefb,400.0,3,True,True,False,Amirabad,2000000000.0,200000000,66666.67,5000000,,TehranHouse.csv
0b3bdaa548ac75d68ece99a3f9d6b0fcd4b7960015a285f6c5d145d26f4d05d0,81.0,2,True,True,False,Andisheh,1109700000.0,110970000,36990.0,13700000,,TehranHouse.csv
6dea029b3b3da449747d09aa125e459ec1b22eaaa9aeff126312393fee088f2b,94.0,2,True,True,True,Andisheh,1250000000.0,125000000,41666.67,13297872,,TehranHouse.csv
8ce64b06009f74e91eb158199e3c63fefadd7cec7d2ff2922655c54610ed1d45,134.0,2,True,True,True,Kahrizak,1608000000.0,160800000,53600.0,12000000,,TehranHouse.csv
2a5efdfc90dd97540940883736de9c563b90d9ebf15dbf73bdef3b0497685f02,74.0,2,False,False,True,Parand,315000000.0,31500000,10500.0,4256757,,TehranHouse.csv
0c4ea9789a4df9cc051a062bc97a2b26741bc4fd07186a8d756e88a5eebab2c8,44.0,1,True,True,False,Andisheh,585000000.0,58500000,19500.0,13295455,,TehranHouse.csv
2135921039b3d9d0c29008e773b5929469757ecef08fb301847461eb18a10847,100.0,2,True,True,True,Qasr-od-Dasht,3250000000.0,325000000,108333.33,32500000,,TehranHouse.csv
f3a285ca80a73e68aa1a819cc7b404314a340a75e5b66af8e939058d1894ea74,175.0,3,True,True,True,Shahrake Gharb,9300000000.0,930000000,310000.0,53142857,,TehranHouse.csv
edb91eeb6ef0579ca2dd3603e656bac64ea32ee001d5917940cc2ecf55bb0ca2,54.0,2,True,True,False,Shahran,1850000000.0,185000000,61666.67,34259259,,TehranHouse.csv
88855a0a63297e025ba979ba6fb73c22961e53131f8d7d4d952df4899c3fbcec,96.0,2,True,True,True,Amirieh,2210000000.0,221000000,73666.67,23020833,,TehranHouse.csv
9f5574edd65fbe72d159e5f35be6b43236e1d17904a692e16f6256218d5448f2,90.0,2,True,True,True,Karoon,2400000000.0,240000000,80000.0,26666667,,TehranHouse.csv
76d8905afcd14919d572b7f1ecc8ab416f486e9eaa2d94c2263094d13c2b1758,90.0,2,True,True,True,Shahran,3170000000.0,317000000,105666.67,35222222,,TehranHouse.csv
27b91f2e5592944a8d8783cd56f17b1719df19715881b9914f2577575cab5370,68.0,2,False,False,False,Karoon,1100000000.0,110000000,36666.67,16176471,,TehranHouse.csv
9e6aa2125261a4a707e2907a10689be062684b8f366d14b73a805dc5876bb737,90.0,2,True,True,True,Shahran,3200000000.0,320000000,106666.67,35555556,,TehranHouse.csv
3bf66ee19a244d525d3c327d3bdec41a9090d7426954c6be5aac3d9d7cf6dab4,97.0,2,True,True,True,Punak,4700000000.0,470000000,156666.67,48453608,,TehranHouse.csv
8cba3291afb22285f8c3c68b89631540da0c07f0302f944c2d538fcd9a5dbacf,78.0,2,True,True,False,Punak,2730000000.0,273000000,91000.0,35000000,,TehranHouse.csv
f8df3f2102dcf994713e99453da48fc81cffee92799851445f644d33d327a98a,125.0,3,True,True,True,Shahran,5550000000.0,555000000,185000.0,44400000,,TehranHouse.csv
8bf19c159715d6095a06dc0e582c2d745e61f9f808c57508045164ee88c04be5,97.0,2,True,True,True,Farmanieh,5950000000.0,595000000,198333.33,61340206,,TehranHouse.csv
7f45d1dd5510e374d095d03c433f38bc1057722390f9651ef93eecb4c758860e,100.0,2,True,True,True,Farmanieh,6200000000.0,620000000,206666.67,62000000,,TehranHouse.csv
4c723a65e9a332de3240a35494fdd48c5b104b91419efcab7d4b9485b190f4af,63.0,2,True,True,True,Feiz Garden,2100000000.0,210000000,70000.0,33333333,,TehranHouse.csv
fc3c0e1d00e8550e09c48e4003ff9bba55521c47d00d328a1e01958403b02c55,57.0,1,True,True,True,Punak,2000000000.0,200000000,66666.67,35087719,,TehranHouse.csv
c786c793e2c3753f28a73980b83db8aeca4a829596834170307b159e84475c5a,80.0,2,True,True,True,Razi,1390000000.0,139000000,46333.33,17375000,,TehranHouse.csv
b0b536cef4c8686828645797ea12c1056d1b48cb88a5b303825b72c7e4a197af,88.0,2,True,True,True,Razi,1574000000.0,157400000,52466.67,17886364,,TehranHouse.csv
3d218632643afbc29b70866d37fda3e28b12961bd5e6783505fdcffc2c48df02,94.0,2,True,True,True,Razi,1712000000.0,171200000,57066.67,18212766,,TehranHouse.csv
85f0d72d4ab1b80746009b88c2ffeed5e96110c3b41cfb08014bacb8614c3231,109.0,3,True,True,True,Feiz Garden,4230000000.0,423000000,141000.0,38807339,,TehranHouse.csv
5eadef9d9fa0281dcc811a2f19c6eb4fd70c1fa41d15125b3824b9113c53d34b,78.0,2,True,True,True,Heravi,3300000000.0,330000000,110000.0,42307692,,TehranHouse.csv
2b7c928caf7fe8758737dea7e0b856d8d50388b0997ec643c3b16a009ed4e37e,250.0,3,True,True,True,Niavaran,32500000000.0,3250000000,1083333.33,130000000,,TehranHouse.csv
d051604f07685f98a16edd1019dbea7038ce1b9bbb0ec00ac37b7e013f456e5d,140.0,3,True,True,True,Heravi,6800000000.0,680000000,226666.67,48571429,,TehranHouse.csv
20b424ad06d547868d4f62c5e4234893738e2db455361995cc9aa3837f17a2fe,100.0,2,True,True,True,Pardis,500000000.0,50000000,16666.67,5000000,,TehranHouse.csv
2759ed901b3c9d518ba56fbbb4593bd84e6ddaa401dced2c0ad526c7c3e5ed2e,95.0,2,True,True,True,Shahr-e-Ziba,3150000000.0,315000000,105000.0,33157895,,TehranHouse.csv
2eae36838d32c9a932a5ee063d0450e40c8d8740bba79096eb37f34072d90502,85.0,2,True,True,True,Parand,1150000000.0,115000000,38333.33,13529412,,TehranHouse.csv
ab57e5cb6391bec93eb5cd688efb017699b6b0fd5b59b386a25e4d681a33c7c5,83.0,2,True,True,True,East Pars,2575000000.0,257500000,85833.33,31024096,,TehranHouse.csv
e246c3f273e5e065d4b93950f95b429defd6bcba2b0c2f94b6e38fd03854c456,100.0,2,True,True,True,Pasdaran,5500000000.0,550000000,183333.33,55000000,,TehranHouse.csv
615b389665cdb24c091367a793406118e758ee86a347fc27f8299db5302f3c71,60.0,2,True,True,True,Pasdaran,3450000000.0,345000000,115000.0,57500000,,TehranHouse.csv
27922d3941f35a918df97aed944af195eb3c408638ae93bcb7d944d24eaad386,82.0,2,True,True,True,Narmak,3050000000.0,305000000,101666.67,37195122,,TehranHouse.csv
f3ea6580e6f16e0904eefd6bf806b66dc2bf7011b9b4ac1718f4710383c94469,150.0,3,True,True,True,Beryanak,2800000000.0,280000000,93333.33,18666667,,TehranHouse.csv
6eb79eea76d063c8a45866e77f0c712e20fd472426f35d6a11b413e2e8611dc5,49.0,1,True,True,False,Islamshahr,460000000.0,46000000,15333.33,9387755,,TehranHouse.csv
ff79905dc4b67481fbe06880c51e1c7fcc39eb79c1240afac252829cf8303b32,216.0,4,True,True,False,Andisheh,5700000000.0,570000000,190000.0,26388889,,TehranHouse.csv
394094ec9d6cd0710b1feba7edc18ae5d9b9db9fd77640f31b76da6a79306323,1000.0,2,True,True,False,Damavand,7000000000.0,700000000,233333.33,7000000,,TehranHouse.csv
b029ee85fcb458995cbbb372a6199216d148c285902bc87dafdc59851fa94b9a,77.0,2,False,False,False,Parand,440000000.0,44000000,14666.67,5714286,,TehranHouse.csv
23f48ea0793f8e67f47a9808d9868ca0c0fb7be12e1fba308b99ef0055de3dfb,63.0,1,True,True,True,Shahr-e-Ziba,2080000000.0,208000000,69333.33,33015873,,TehranHouse.csv
9f69a55a64e2f4b73c827faa6e6cd03d4ec011a621684dac2fb7b0bd980f1d88,125.0,3,True,True,False,Parand,1300000000.0,130000000,43333.33,10400000,,TehranHouse.csv
7116416b844ef4c93f1d7d6710d1331461edbb5895fb1775a22ae542b9ac5710,45.0,1,True,True,True,East Ferdows Boulevard,1900000000.0,190000000,63333.33,42222222,,TehranHouse.csv
fa857052dd10753439e64885f645ada91628f58a17435937f6a575634058e715,135.0,3,True,True,True,Qalandari,7500000000.0,750000000,250000.0,55555556,,TehranHouse.csv
080df1ffe2d55b2db9ce7aabd918741dd79995ea92d130719075656226dab7f8,80.0,2,True,False,True,Qalandari,4700000000.0,470000000,156666.67,58750000,,TehranHouse.csv
16cbe52af045c792992f916f3b0032bc277667bbaef5d9ce389091921c8f0942,155.0,3,True,True,True,Gheitarieh,9800000000.0,980000000,326666.67,63225806,,TehranHouse.csv
5f179f29095d61c1f467cd0723ad7d1b0b0db60dacf0214ce7f71e61730ffed7,125.0,3,True,True,True,Punak,6300000000.0,630000000,210000.0,50400000,,TehranHouse.csv
a41b70d748533eb376a8cfea705cb96169eb4b4facdbfe98161967195561e07e,95.0,2,True,True,True,Qalandari,6250000000.0,625000000,208333.33,65789474,,TehranHouse.csv
af3cba00810ce09b6cece99b33a97686c8d9f71d06f596be9b791868abd6677d,85.0,2,True,True,True,Qalandari,4500000000.0,450000000,150000.0,52941176,,TehranHouse.csv
924ada6dcf9bba1f2e65a2b594fcce9d18d07063e4df4e501dc7eb5e5dc9cc0d,110.0,2,True,True,True,Qalandari,8100000000.0,810000000,270000.0,73636364,,TehranHouse.csv
83e36740961b5b44d4cd8c3d094f26676fb720a905f03199f41b4df9e6d781c7,680.0,5,True,True,False,Ekhtiarieh,81600000000.0,8160000000,2720000.0,120000000,,TehranHouse.csv
80cb59bc94cdb84c1b8ed0554dbe5bbfdaf304a1561451bba85064eeb5907e49,63.0,1,True,True,True,Shahr-e-Ziba,2350000000.0,235000000,78333.33,37301587,,TehranHouse.csv
3bd862a5965188cb4c0389bcce3dcfe45d2d5811d53f14c7ae1816bb9aa4c341,60.0,1,True,True,True,Saadat Abad,3600000000.0,360000000,120000.0,60000000,,TehranHouse.csv
c5164fb8d3aa8b71e802f030ef2c86f92406e3d2db4cbc9d55384ee7212bfd3b,210.0,3,True,True,True,Gheitarieh,14000000000.0,1400000000,466666.67,66666667,,TehranHouse.csv
672853a04914e0885561ef8668f4d31f78a446b430b01db3096170779bf45983,145.0,3,True,True,True,Gheitarieh,11600000000.0,1160000000,386666.67,80000000,,TehranHouse.csv
8a98c700f536da409ba0153e830b9b70df413f78a1eb861267e8c5ae72780fc2,171.0,3,True,True,True,Jordan,8900000000.0,890000000,296666.67,52046784,,TehranHouse.csv
24b3f38a1cb08e2c3473bb59bb26dceef23efc5ce2b191bebb43d9472052cb02,55.0,1,True,True,True,East Ferdows Boulevard,1830000000.0,183000000,61000.0,33272727,,TehranHouse.csv
57067d16678a8e57cebd995eb8d697dc52b7a0fef30e572f029a46020961405f,140.0,3,True,True,True,Jordan,7700000000.0,770000000,256666.67,55000000,,TehranHouse.csv
55068da1f38a254b912e44be07df82e26499710cbbcb3d8a2ea3db3003212b2b,147.0,3,True,True,True,Jordan,8700000000.0,870000000,290000.0,59183673,,TehranHouse.csv
149de7a8b527fc7cb2336c065e86971fce4aadbd603ff1a2bf1a1d1001296302,83.0,2,True,True,True,Shahr-e-Ziba,2400000000.0,240000000,80000.0,28915663,,TehranHouse.csv
2c68010251c4b97c372489c615de4dba5a263247aaa84db66a75e6cbbdbb232a,105.0,2,True,True,True,Pardis,514000000.0,51400000,17133.33,4895238,,TehranHouse.csv
ffb3c2e1e8d6ab74c7d636bc0f7ecfac2723099cd84fcc1d2148711131c85b6b,55.0,1,True,True,True,East Ferdows Boulevard,2000000000.0,200000000,66666.67,36363636,,TehranHouse.csv
a56c40ea65cf3a535f3b908171945244e5993c2420afbf4a587e31a5d47a18f0,750.0,5,True,True,True,Mahmoudieh,75000000000.0,7500000000,2500000.0,100000000,,TehranHouse.csv
